School Code,School Name,Address,Postal Code,EPSB Ward,City Ward,School Website,School EMail,School Phone,Grades,Program,District Centre,Childcare,POINT_X,POINT_Y,New Georeferenced Column,Public_or_cath
7075,J Percy Page School,2707 Millwoods Road NW,T6K3Z3,EPSB WARD I,WARD 11,http://jpercypage.epsb.ca/,jpercypage@epsb.ca,(780) 462-3322,Gr 10-12,APL,ISP,No,-113.4467566,53.45640476,POINT (-113.446756578 53.4564047605),Public
7063,M. E. LaZerte School,6804 - 144 Avenue NW,T5C3C7,EPSB WARD B,WARD 03,http://www.melazerte.com,melazerte@epsb.ca,(780) 408-9800,Gr 10-12,BCH/IB,INT/ISP,No,-113.4440633,53.60575134,POINT (-113.444063339 53.6057513439),Public
1456,Dr. Donald Massey School,5435 162 Avenue NW,T5Y0E8,EPSB WARD B,WARD 04,http://donaldmassey.epsb.ca/,donaldmassey@epsb.ca,(780) 457-5435,K to Gr 9,,,No,-113.4211452,53.62305664,POINT (-113.421145155 53.6230566388),Public
7106,Beacon Heights School,4610 - 121 Avenue NW,T5W1M8,EPSB WARD D,WARD 07,http://beaconheights.epsb.ca,beacon@epsb.ca,(780) 479-4038,K to Gr 6,FDK,PKP,No,-113.4139551,53.57547843,POINT (-113.413955146 53.575478433),Public
7528,Ottewell School,9435 - 73 Street NW,T6B2A9,EPSB WARD G,WARD 08,http://ottewell.epsb.ca,ottewell@epsb.ca,(780) 466-7331,Gr 7-9,BCH,CLB/CHA/CLS,No,-113.4392838,53.53159937,POINT (-113.439283809 53.5315993673),Public
18,The Academy at King Edward,8525-101 Street NW,T6E3Z4,EPSB WARD F,WARD 08,http://kingedward.epsb.ca,academy@epsb.ca,(780) 439-1368,Gr 2-12,,STR,No,-113.4905169,53.5215256,POINT (-113.490516929 53.5215255993),Public
7279,George H Luck School,300 Bulyea Road NW,T6R2L4,EPSB WARD F,WARD 09,http://georgehluck.epsb.ca/,ghluck@epsb.ca,(780) 438-5011,K to Gr 6,,BLA,No,-113.5723695,53.47378607,POINT (-113.572369473 53.473786069700004),Public
1460,Esther Starkman School,2717 Terwillegar Way NW,T6R0G5,EPSB WARD H,WARD 09,http://estherstarkman.epsb.ca/,estherstarkman@epsb.ca,(780) 439-2717,K to Gr 9,,,Yes,-113.5739084,53.44624751,POINT (-113.573908358 53.446247509),Public
1935,Roberta MacAdams School,2099 Blackmud Creek Drive SW,T6W1T7,EPSB WARD H,WARD 09,http://robertamacadams.epsb.ca/,Robertamacadams@epsb.ca,(587) 489-4700,K to Gr 6,,,Yes,-113.5153835,53.42061698,POINT (-113.515383531 53.4206169808),Public
7136,Inglewood School,11515 - 127 Street NW,T5M0V4,EPSB WARD C,WARD 02,http://inglewood.epsb.ca,inglewood@epsb.ca,(780) 455-4673,K to Gr 6,FDK,,Yes,-113.5404654,53.56608735,POINT (-113.540465369 53.5660873526),Public
1925,Kim Hung School,1950 Glastonbury Boulevard NW,T5T6M6,EPSB WARD E,WARD 05,http://kimhung.epsb.ca,kimhung@epsb.ca,(587) 489-4718,K to Gr 8,,,Yes,-113.6831185,53.50259564,POINT (-113.683118453 53.5025956363),Public
386,Learning Store on Whyte,10007 - 82 Avenue NW,T6E1Z2,EPSB WARD G,WARD 11,http://outreach.epsb.ca,lswhyte@epsb.ca,(780) 437-8119,Gr 10-12,,,No,-113.4893353,53.51774186,POINT (-113.489335288 53.5177418582),Public
7552,Hillcrest School,16400 - 80 Avenue NW,T5R3M6,EPSB WARD E,WARD 05,http://hillcrest.epsb.ca,hillcrest@epsb.ca,(780) 489-2516,Gr 7-9,,LIT/OPP,No,-113.6043681,53.51432772,POINT (-113.604368104 53.5143277189),Public
7543,Westminster School,13712 - 104 Avenue NW,T5N0W4,EPSB WARD C,WARD 06,http://westminster.epsb.ca,westminster@epsb.ca,(780) 452-4343,Gr 7-9,IBM,BLA/STR,No,-113.5588993,53.54653486,POINT (-113.558899348 53.5465348617),Public
7214,John Barnett School,14840 - 72 Street NW,T5C3E5,EPSB WARD B,WARD 03,http://johnbarnett.epsb.ca/,jbarnett@epsb.ca,(780) 478-1351,K to Gr 6,,PKP,No,-113.4498333,53.61007618,POINT (-113.449833275 53.6100761844),Public
8407,St. Joseph,10830 109 ST NW,T5H 3C1,75,,https://www.ecsd.net/schools/8407/Pages/default.aspx,8407web@ecsd.net,,Grade 10 to Grade 12,"Career Skills Centre,International Baccalaureate - Diploma Programme,International Baccalaureate - Career Related Programme,Guided Customized Learning (GCL),Spanish Language and Culture, Italian Language and Culture,Nehiyaw Pimatisiwin Cree",,,-113.5094603,53.5538756,,Catholic
8049,Anne Fitzgerald,699 CLAREVIEW RD NW,T5A 4G3,73,,http://www.annefitzgerald.ecsd.net,8049web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.3837889,53.5944903,,Catholic
8032,St. Stanislaus,3855 114 ST NW,T6J 1M3,76,,https://www.ecsd.net/schools/8032/Pages/default.aspx,8032web@ecsd.net,,Kindergarten to Grade 6,French Immersion,,,-113.52595,53.4743073,,Catholic
8402,Austin O'Brien,6110 95 AVE NW,T6B 1A5,75,,http://www.austinobrien.ecsd.net,8402web@ecsd.net,,Grade 10 to Grade 12,"Advanced Placement,International Languages Program,Polish Bilingual, Ukrainian Bilingual,Spanish Bilingual,Spanish Language and Culture",,,-113.4264182,53.5354056,,Catholic
2385,CCAC City-Centre,1 SIR WINSTON CHURCHILL SQUARE NW,T5J 0R2,75,,https://www.ecsd.net/8412/page/1846/cardinal-collins-catholic-academic-centres,8412web@ecsd.net,,Grade 9 to Grade 12,,,,-113.4905859,53.54456068,,Catholic
8231,St. Clement,7620 MILL WOODS RD NW,T6K 2P7,77,,http://www.stclement.ecsd.net,8231web@ecsd.net,,Kindergarten to Grade 9,"International Baccalaureate - Primary Years Programme,International Baccalaureate - Middle Years Programme",,,-113.4498432,53.4461906,,Catholic
8207,Sir John Thompson,13525 132 AVE NW,T5L 3R6,71,,http://www.sirjohnthompson.ecsd.net,8207web@ecsd.net,,Grade 7 to Grade 9,Enhanced Academic Program (EAP),,,-113.5548917,53.5919354,,Catholic
8202,Holy Child,9844 110 ST NW,T5K 1J2,75,,http://www.holychild.ecsd.net,8202web@ecsd.net,,Kindergarten to Grade 6,"French Immersion,Spanish Bilingual",,,-113.5108011,53.5367981,,Catholic
1430,Mother Margaret Mary,2010 LEGER RD NW,T6R 0R9,76,,https://www.ecsd.net/schools/1430/Pages/default.aspx,1430web@ecsd.net,,Grade 10 to Grade 12,"Advanced Placement,Spanish Language and Culture",,,-113.579493,53.458824,,Catholic
8203,Holy Cross,15120 104 AVE NW,T5P 0R5,71,,https://www.ecsd.net/schools/8203/Pages/default.aspx,8203web@ecsd.net,,Kindergarten to Grade 9,"French Immersion,Enhanced Academic Program (EAP)",,,-113.5823307,53.5468062,,Catholic
1970,St. Brendan,9260 58 ST NW,T6B 3W2,75,,http://stbrendan.ecsd.net/,1970web@ecsd.net,,Kindergarten to Grade 9,"Full Day Kindergarten,Spanish Bilingual,Ukrainian Bilingual,Spanish Language and Culture",,,-113.424949,53.529481,,Catholic
8287,Cardinal Leger,8808 144 AVE NW,T5E 3G7,72,,http://www.cardinalleger.ecsd.net,8287web@ecsd.net,,Grade 7 to Grade 9,"Italian Language and Culture,Enhanced Academic Program (EAP)",,,-113.4763083,53.6065591,,Catholic
8025,Father Michael Troy,3630 23 ST NW,T6T 1W7,77,,http://www.fathermichaeltroy.ecsd.net,8025web@ecsd.net,,Grade 7 to Grade 9,,,,-113.3776866,53.4721753,,Catholic
8042,St. Anne,14105 94 ST NW,T5E 6B2,72,,http://www.stanne.ecsd.net,8042web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.4852063,53.603873,,Catholic
8045,St. Timothy,14330 117 ST NW,T5X 1S6,71,,https://www.ecsd.net/schools/8045/Pages/default.aspx,8045web@ecsd.net,,Kindergarten to Grade 6,,,,-113.5241066,53.6058245,,Catholic
8020,St. Dominic,5804 144 AVE NW,T5A 1K5,73,,http://www.stdominic.ecsd.net,8020web@ecsd.net,,Kindergarten to Grade 6,,,,-113.433171,53.6064661,,Catholic
8237,St. Mary,490 RHATIGAN RD NW,T6R 2E2,76,,https://www.ecsd.net/schools/8237/Pages/default.aspx,8237web@ecsd.net,,Kindergarten to Grade 6,,,,-113.5851541,53.475556,,Catholic
8200,J.J. Bowlen,6110 144 AVE NW,T5A 1K5,73,,http://www.jjbowlen.ecsd.net,8200web@ecsd.net,,Grade 7 to Grade 9,,,,-113.4364,53.605272,,Catholic
8037,St. Philip,8720 144 AVE NW,T5E 3G7,72,,https://www.ecsd.net/schools/8037/Pages/default.aspx,8037web@ecsd.net,,Kindergarten to Grade 6,Italian Language and Culture,,,-113.4747591,53.6067707,,Catholic
8405,St. Francis Xavier,9250 163 ST NW,T5R 0A7,74,,http://www.stfrancisxavier.ecsd.net,8405web@ecsd.net,,Grade 10 to Grade 12,"Advanced Placement,Spanish Language and Culture,Baseball Academy,Golf Academy,Hockey Academy,Lacrosse Academy,Soccer Academy",,,-113.6034119,53.5297893,,Catholic
8051,St. Teresa,11350 25 AVE NW,T6J 5B1,76,,https://www.ecsd.net/schools/8051/Pages/default.aspx,8051web@ecsd.net,,Kindergarten to Grade 6,Spanish Bilingual,,,-113.5270738,53.457387,,Catholic
8001,Annunciation,9325 165 ST NW,T5R 2S5,74,,https://www.ecsd.net/schools/8001/Pages/default.aspx,8001web@ecsd.net,,Kindergarten to Grade 6,"International Baccalaureate - Primary Years Programme,Full Day Kindergarten",,,-113.6065415,53.5302343,,Catholic
8047,St. Maria Goretti,4214 127 AVE NW,T5A 3K6,73,,https://www.ecsd.net/schools/8047/Pages/default.aspx,8047web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.4078483,53.5855406,,Catholic
8214,Ben Calf Robe - St. Clare,11833 64 ST NW,T5W 4J2,73,,https://www.ecsd.net/schools/8214/Pages/default.aspx,8214web@ecsd.net,,Kindergarten to Grade 9,"Full Day Kindergarten,First Nations Metis and Inuit Education, Nehiyaw Pimatisiwin Cree",,,-113.4391147,53.571454,,Catholic
8230,St. Elizabeth Seton,3711 135 AVE NW,T5A 2V6,73,,http://www.stelizabethseton.ecsd.net,8230web@ecsd.net,,Kindergarten to Grade 9,"Full Day Kindergarten,Enhanced Academic Program (EAP),Spanish Language and Culture",,,-113.396972,53.5953623,,Catholic
8226,St. Pius X,12214 128 ST NW,T5L 1C5,71,,https://www.ecsd.net/schools/8226/Pages/default.aspx,8226web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.5434079,53.5775229,,Catholic
8410,J.H. Picard,7055 99 ST NW,T6E 3R4,75,,https://www.ecsd.net/schools/8410/Pages/default.aspx,8410web@ecsd.net,,Kindergarten to Grade 12,"French Immersion,Advanced Placement",,,-113.4853819,53.5074855,,Catholic
8205,Our Lady of Mount Carmel,10524 76 AVE NW,T6E 1L3,75,,http://www.ourladyofmountcarmel.ecsd.net,8205web@ecsd.net,,Kindergarten to Grade 6,"Full Day Kindergarten,Fine Arts,Hockey Academy,Recreation Academy,Soccer Academy,Elite Athletes Academy, Green STEM",,,-113.5014057,53.512758,,Catholic
8040,St. Justin,8405 175 ST NW,T5T 0G9,74,,http://www.stjustin.ecsd.net,8040web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.6229303,53.51752,,Catholic
8236,Frere Antoine,2850 MILL WOODS RD NW,T6K 4A1,77,,http://www.frereantoine.ecsd.net,8236web@ecsd.net,,Kindergarten to Grade 6,French Immersion,,,-113.4490807,53.4597342,,Catholic
8409,Louis St. Laurent,11230 43 AVE NW,T6J 0X8,76,,http://www.louisstlaurent.ecsd.net,8409web@ecsd.net,,Grade 7 to Grade 12,"Fine Arts,Spanish Bilingual,Spanish Language and Culture,Hockey Academy, Recreation Academy",,,-113.5224385,53.4797364,,Catholic
8228,St. Thomas More,9610 165 ST NW,T5P 3S6,71,,http://www.stthomasmore.ecsd.net,8228web@ecsd.net,,Grade 7 to Grade 9,"International Baccalaureate - Middle Years Programme,Spanish Language and Culture,Nehiyaw Pimatisiwin Cree,Baseball Academy,Hockey Academy,Soccer Academy,Elite Athletes Academy",,,-113.6068029,53.5335579,,Catholic
8044,St. Hilda,7630 38 AVE NW,T6K 2N2,77,,http://www.sthilda.ecsd.net,8044web@ecsd.net,,Grade 7 to Grade 9,"Enhanced Academic Program (EAP),Spanish Language and Culture",,,-113.4513608,53.4737631,,Catholic
8048,Bishop Savaryn,16215 109 ST NW,T5X 2R2,72,,http://www.bishopsavaryn.ecsd.net,8048web@ecsd.net,,Kindergarten to Grade 6,French Immersion,,,-113.508386,53.6220012,,Catholic
8212,St. Catherine,10915 110 ST NW,T5H 3E3,75,,https://www.ecsd.net/schools/8212/Pages/default.aspx,8212web@ecsd.net,,Kindergarten to Grade 9,"Full Day Kindergarten,Year Round School",,,-113.5098483,53.5562182,,Catholic
8028,St. Martin,11310 51 AVE NW,T6H 0L7,75,,http://www.stmartin.ecsd.net,8028web@ecsd.net,,Kindergarten to Grade 6,"Ukrainian Bilingual,Ukrainian Dance",,,-113.5227512,53.4887561,,Catholic
2384,CCAC-Westmount,11625 125 ST NW,T5M 1L1,71,,https://www.ecsd.net/8412/page/1846/cardinal-collins-catholic-academic-centres,8412web@ecsd.net,,Grade 9 to Grade 12,,,,-113.5551916,53.56760789,,Catholic
8058,Our Lady of the Prairies,17655 64 AVE NW,T5T 4A6,74,,https://www.ecsd.net/schools/8058/Pages/default.aspx,8058web@ecsd.net,,Kindergarten to Grade 6,"French Immersion,Full Day Kindergarten",,,-113.6254916,53.4996539,,Catholic
8055,St. Lucy,11750 162 AVE NW,T5X 4L9,71,,https://www.ecsd.net/schools/8055/Pages/default.aspx,8055web@ecsd.net,,Kindergarten to Grade 6,,,,-113.5264738,53.6232317,,Catholic
8026,Archbishop Joseph MacNeil,750 LEGER WAY NW,T6R 3H4,76,,http://www.archbishopjosephmacneil.ecsd.net,8026web@ecsd.net,,Kindergarten to Grade 9,"Enhanced Academic Program (EAP),Spanish Language and Culture",,,-113.5770168,53.4600272,,Catholic
8043,Katherine Therrien,15040 118 ST NW,T5X 1Y7,71,,https://www.ecsd.net/schools/8043/Pages/default.aspx,8043web@ecsd.net,,Kindergarten to Grade 6,,,,-113.5271951,53.6120597,,Catholic
8060,Mary Hanley,3330 37 ST NW,T6L 5X1,77,,http://www.maryhanley.ecsd.net,8060web@ecsd.net,,Kindergarten to Grade 6,,,,-113.3997381,53.463219,,Catholic
8013,St. Angela,13430 132A ST NW,T5L 1S3,71,,https://www.ecsd.net/schools/8013/Pages/default.aspx,8013web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.550417,53.5956607,,Catholic
8022,St. Gerard,12415 85 ST NW,T5B 3H3,73,,https://www.ecsd.net/schools/8022/Pages/default.aspx,8022web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.4704066,53.580503,,Catholic
2266,Divine Mercy,2720 ORCHARDS ROAD SW,T6X 2N1,77,,https://www.ecsd.net/2266,2266web@ecsd.net,,Kindergarten to Grade 6,,,,-113.4530243,53.40545324,,Catholic
8061,Good Shepherd,18111 57 AVE NW,T6M 1W1,74,,https://www.ecsd.net/schools/8061/Pages/default.aspx,8061web@ecsd.net,,Kindergarten to Grade 6,,,,-113.6357429,53.4915674,,Catholic
8208,St. Alphonsus,11624 81 ST NW,T5B 2S2,73,,http://www.stalphonsus.ecsd.net,8208web@ecsd.net,,Kindergarten to Grade 9,"Full Day Kindergarten,Junior Achievement Leadership Centre,Year Round School",,,-113.4663814,53.567873,,Catholic
8041,St. Elizabeth,7712 36 AVE NW,T6K 1H7,77,,https://www.ecsd.net/schools/8041/Pages/default.aspx,8041web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.4514124,53.4688012,,Catholic
8411,Holy Trinity,7007 28 AVE NW,T6K 4A5,77,,http://www.holytrinity.ecsd.net,8411web@ecsd.net,,Grade 10 to Grade 12,"International Baccalaureate - Middle Years Programme,International Baccalaureate - Diploma Programme,Spanish Language and Culture",,,-113.4428497,53.457223,,Catholic
8238,St. Kateri,3807 41 AVE NW,T6L 6M3,77,,https://www.ecsd.net/schools/8238/Pages/default.aspx,8238web@ecsd.net,,Kindergarten to Grade 6,,,,-113.4008081,53.4763035,,Catholic
2383,CCAC-Mill Woods,7630 38 AVENUE NW,T6K 2P1,77,,https://www.ecsd.net/8412/page/1846/cardinal-collins-catholic-academic-centres,8412web@ecsd.net,,Grade 9 to Grade 12,,,,-113.4518076,53.47338095,,Catholic
8213,St. Cecilia,8830 132 AVE NW,T5E 0X8,72,,http://www.stcecilia.ecsd.net,8213web@ecsd.net,,Grade 7 to Grade 9,"Spanish Language and Culture,French Immersion",,,-113.4776964,53.5926948,,Catholic
8016,St. Bernadette,11917 40 ST NW,T5W 2L1,73,,https://www.ecsd.net/schools/8016/Pages/default.aspx,8016web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.4023174,53.5727199,,Catholic
8056,St. Richard,5704 MILL WOODS RD NW,T6L 3K9,77,,https://www.ecsd.net/schools/8056/Pages/default.aspx,8056web@ecsd.net,,Kindergarten to Grade 6,Green STEM Academy,,,-113.4277268,53.4461174,,Catholic
8223,St. Nicholas,3643 115 AVE NW,T5W 0V1,73,,http://www.stnicholas.ecsd.net,8223web@ecsd.net,,Grade 7 to Grade 9,"Fine Arts,Science Academy,Soccer Academy",,,-113.3990201,53.5673369,,Catholic
8050,St. Martha,7240 180 ST NW,T5T 3B1,74,,https://www.ecsd.net/schools/8050/Pages/default.aspx,8050web@ecsd.net,,Kindergarten to Grade 6,,,,-113.634696,53.5063346,,Catholic
1967,Bishop David Motiuk,855 Lewis Greens Drive NW,T5T 4B2,74,,https://www.ecsd.net/schools/1967/Pages/default.aspx,1967web@ecsd.net,,Kindergarten to Grade 9,"International Baccalaureate - Primary Years Programme, International Baccalaureate - Middle Years Programme",,,-113.678234,53.529277,,Catholic
8010,Our Lady of Peace,15911 110 AVE NW,T5P 1G2,71,,https://www.ecsd.net/schools/8010/Pages/default.aspx,8010web@ecsd.net,,Kindergarten to Grade 6,"Full Day Kindergarten,Nehiyaw Pimatisiwin Cree",,,-113.5952592,53.5557046,,Catholic
1971,St. Thomas Aquinas,420 DESROCHERS BOULEVARD SW,T6W 3J4,76,,https://www.ecsd.net/schools/1971/Pages/default.aspx,1971web@ecsd.net,,Kindergarten to Grade 9,,,,-113.554431,53.397826,,Catholic
8036,St. Jerome,3310 107 AVE NW,T5W 0C7,73,,https://www.ecsd.net/schools/8036/Pages/default.aspx,8036web@ecsd.net,,Kindergarten to Grade 6,"Full Day Kindergarten,Science Academy",,,-113.3928157,53.5610428,,Catholic
8403,Archbishop MacDonald,14219 109 AVE NW,T5N 1H5,71,,http://www.archbishopmacdonald.ecsd.net,8403web@ecsd.net,,Grade 10 to Grade 12,"International Baccalaureate - Middle Years Programme,International Baccalaureate - Diploma Programme,French Immersion,Spanish Language and Culture",,,-113.566291,53.554163,,Catholic
8039,St. Monica,14710 53 AVE NW,T6H 4C6,76,,http://www.stmonica.ecsd.net,8039web@ecsd.net,,Pre-Kindergarten,Pre-Kindergarten,,,-113.5741433,53.4909429,,Catholic
1429,Monsignor Fee Otterson,1834 RUTHERFORD RD SW,T6W 0N5,76,,http://www.monsignorfeeotterson.ecsd.net/,1429web@ecsd.net,,Kindergarten to Grade 9,Partners in Technology and Innovative Learning,,,-113.521557,53.418459,,Catholic
8232,St. Benedict,18015 93 AVE NW,T5T 1X5,74,,http://www.stbenedict.ecsd.net,8232web@ecsd.net,,Kindergarten to Grade 6,Hockey Academy,,,-113.6335446,53.5261888,,Catholic
8217,St. Gabriel,5540 106 AVE NW,T6A 1G3,75,,http://www.stgabriel.ecsd.net,8217web@ecsd.net,,Kindergarten to Grade 6,,,,-113.4242508,53.5510139,,Catholic
8003,Father Leo Green,7512 144 AVE NW,T5C 2R7,73,,https://www.ecsd.net/schools/8003/Pages/default.aspx,8003web@ecsd.net,,Kindergarten to Grade 6,"French Immersion, Spanish Bilingual",,,-113.4560058,53.6076026,,Catholic
8034,St. Vladimir,7510 132 AVE NW,T5C 2A9,73,,https://www.ecsd.net/schools/8034/Pages/default.aspx,8034web@ecsd.net,,Kindergarten to Grade 6,"Full Day Kindergarten, Pre-Kindergarten",,,-113.4562651,53.5927308,,Catholic
8054,St. Bonaventure,3004 139 AVE NW,T5Y 1R9,73,,https://www.ecsd.net/schools/8054/Pages/default.aspx,8054web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.3887423,53.6033109,,Catholic
8024,St. John Bosco,7411 161A AVE NW,T5Z 3V4,72,,http://www.stjohnbosco.ecsd.net,8024web@ecsd.net,,Kindergarten to Grade 6,,,,-113.4574732,53.6218484,,Catholic
1973,Corpus Christi,460 Watt Boulevard SW,T6X 1P6,77,,https://www.ecsd.net/schools/1973/Pages/default.aspx,1973web@ecsd.net,,Kindergarten to Grade 9,,,,-113.429453,53.420362,,Catholic
8053,John Paul I,5675 38 AVE NW,T6L 2Z1,77,,http://www.johnpauli.ecsd.net,8053web@ecsd.net,,Kindergarten to Grade 6,Spanish Bilingual,,,-113.4262808,53.4719661,,Catholic
2382,CCAC-Clareview,3802 139 AVE NW,T5Y 3G4,73,,https://www.ecsd.net/8412/page/1846/cardinal-collins-catholic-academic-centres,8412web@ecsd.net,,Grade 9 to Grade 12,,,,-113.4020298,53.60139704,,Catholic
8220,St. Leo,5412 121 AVE NW,T5W 1N9,73,,https://www.ecsd.net/schools/8220/Pages/default.aspx,8220web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.4253767,53.5755282,,Catholic
1427,Sister Annata Brockman,355 HEMINGWAY RD NW,T6M 0L7,74,,http://www.sisterannatabrockman.ecsd.net/,1427web@ecsd.net,,Kindergarten to Grade 9,Filipino Language and Culture,,,-113.679528,53.489526,,Catholic
8227,St. Rose,8815 145 ST NW,T5R 0T7,75,,http://www.strose.ecsd.net,8227web@ecsd.net,,Grade 7 to Grade 9,"Accelerated Math and Science,Spanish Language and Culture",,,-113.5697056,53.5212351,,Catholic
8011,Our Lady of Victories,7925 158 ST NW,T5R 2B9,74,,http://www.ourladyofvictories.ecsd.net,8011web@ecsd.net,,Kindergarten to Grade 6,Pre-Kindergarten,,,-113.5947215,53.5149225,,Catholic
8234,Holy Family,1710 MILL WOODS RD NW,T6L 5C5,77,,https://www.ecsd.net/schools/8234/Pages/default.aspx,8234web@ecsd.net,,Kindergarten to Grade 9,Enhanced Academic Program (EAP),,,-113.4030003,53.4464748,,Catholic
8057,St. Charles,10423 172 AVE NW,T5X 4X4,72,,https://www.ecsd.net/schools/8057/Pages/default.aspx,8057web@ecsd.net,,Kindergarten to Grade 6,,,,-113.5033571,53.6328169,,Catholic
8004,H.E. Beriault,8125 167 ST NW,T5R 2T7,74,,https://www.ecsd.net/schools/8004/Pages/default.aspx,8004web@ecsd.net,,Grade 7 to Grade 9,Enhanced Academic Program (EAP),,,-113.6087138,53.5155954,,Catholic
8059,Bishop Greschuk,17330 91 ST NW,T5Z 3A1,72,,http://www.bishopgreschuk.ecsd.net,8059web@ecsd.net,,Kindergarten to Grade 6,,,,-113.4805934,53.6350632,,Catholic
8221,St. Mark,11625 125 ST NW,T5M 1L1,71,,http://www.stmark.ecsd.net,8221web@ecsd.net,,Grade 7 to Grade 9,Recreation Academy,,,-113.553941,53.5674241,,Catholic
8215,St. Edmund,11712 130 AVE NW,T5E 0V2,71,,http://www.stedmund.ecsd.net,8215web@ecsd.net,,Kindergarten to Grade 9,"International Baccalaureate - Primary Years Programme,International Baccalaureate - Middle Years Programme,Hockey Academy,Recreation Academy,Soccer Academy",,,-113.52482,53.5903344,,Catholic
8428,St. Oscar Romero,17760 69 AVE NW,T5T 6X3,74,,https://www.ecsd.net/schools/1028/Pages/default.aspx,8428web@ecsd.net,,Grade 10 to Grade 12,"Advanced Placement,Filipino Language and Culture,Spanish Language and Culture",,,-113.6299034,53.5041389,,Catholic
1428,Monsignor William Irwin,2629 TAYLOR GREEN NW,T6R 3N8,76,,https://www.ecsd.net/SCHOOLS/1428/Pages/default.aspx,1428web@ecsd.net,,Kindergarten to Grade 6,French Immersion,,,-113.5763004,53.4473827,,Catholic
2435,Joan Carr,,T6W 4J4,,,https://www.ecsd.net/2435,2435web@ecsd.net,,Kindergarten to Grade 9,,,,-113.6211216,53.4167618,,Catholic
8018,St. Boniface,11810 40 AVE NW,T6J 0R9,76,,http://www.stboniface.ecsd.net,8018web@ecsd.net,,Kindergarten to Grade 6,"Fine Arts, International Baccalaureate - Primary Years Programme",,,-113.5373855,53.4767854,,Catholic
1968,Father Michael Mireau,3010 Spence,T6X 0H9,77,,https://www.ecsd.net/schools/1968/Pages/default.aspx,1968web@ecsd.net,,Kindergarten to Grade 9,,,,-113.463535,53.420272,,Catholic
8404,Archbishop O'Leary,8760 132 AVE NW,T5E 0X8,72,,http://www.archbishopoleary.ecsd.net,8404web@ecsd.net,,Grade 10 to Grade 12,"Advanced Placement,Italian Language and Culture,Soccer Academy,Spanish Language and Culture",,,-113.4751525,53.5928729,,Catholic
8029,St. Matthew,8735 132 AVE NW,T5E 0X7,72,,http://www.stmatthew.ecsd.net,8029web@ecsd.net,,Kindergarten to Grade 6,"Ukrainian Bilingual,Ukrainian Dance,Full Day Kindergarten (English Program)",,,-113.4752341,53.5918116,,Catholic
8229,St. Vincent,10530 138 ST NW,T5N 2J6,75,,http://www.stvincent.ecsd.net,8229web@ecsd.net,,Kindergarten to Grade 6,Green STEM Academy,,,-113.5604677,53.5484167,,Catholic
8038,St. Augustine,3808 106 ST NW,T6J 1A5,76,,http://www.staugustine.ecsd.net,8038web@ecsd.net,,Kindergarten to Grade 6,Full Day Kindergarten,,,-113.5053372,53.4737471,,Catholic
1972,Christ the King,180 McConachie Drive NW,T5Y 0K9,72,,https://www.ecsd.net/schools/1972/Pages/default.aspx,1972web@ecsd.net,,Kindergarten to Grade 9,,,,-113.42364,53.632646,,Catholic
1969,St. John XXIII,365 Windermere RD NW,T6W 0V9,76,,https://www.ecsd.net/schools/1969/Pages/default.aspx,1969web@ecsd.net,,Kindergarten to Grade 9,French Immersion,,,-113.612185,53.441658,,Catholic
8216,St. Francis of Assisi,6614 129 AVE NW,T5C 1V7,73,,https://www.ecsd.net/schools/8216/Pages/default.aspx,8216web@ecsd.net,,Kindergarten to Grade 6,"Full Day Kindergarten,Nehiyaw Pimatisiwin Cree",,,-113.4438788,53.5882068,,Catholic
8027,St. Teresa of Calcutta,9008 105A AVE NW,T5H 4P9,75,,https://www.ecsd.net/schools/1027/Pages/default.aspx,1027web@ecsd.net,,Kindergarten to Grade 6,"Full Day Kindergarten,Year Round School",,,-113.475699,53.5522131,,Catholic
8225,St. Paul,14410 96 AVE NW,T5N 0C7,75,,https://www.ecsd.net/schools/8225/Pages/default.aspx/,8225web@ecsd.net,,Kindergarten to Grade 6,"Spanish Language and Culture, GATE",,,-113.5719435,53.5331863,,Catholic
