"School Code","School Name","Address","Postal Code","EPSB Ward","City Ward","School Website","School EMail","School Phone","Grades","Program","District Centre","Childcare","POINT_X","POINT_Y","New Georeferenced Column"
"7512","Hardisty School","10534 - 62 Street NW","T6A2M3","EPSB WARD D","WARD 08","http://hardisty.epsb.ca","hardisty@epsb.ca","(780) 469-0426","K to Gr 9","LOG","EXT/INT/ISP","Yes","-113.428732814","53.5483265832","POINT (-113.428732814 53.5483265832)"
"1928","Svend Hansen School","2130 - 16 Avenue NW","T6T2C1","EPSB WARD I","WARD 12","http://svendhansen.epsb.ca","svendhansen@epsb.ca","(587) 489-4724","K to Gr 9",,,"Yes","-113.373977358","53.4455799716","POINT (-113.37397735800002 53.4455799716)"
"7075","J Percy Page School","2707 Millwoods Road NW","T6K3Z3","EPSB WARD I","WARD 11","http://jpercypage.epsb.ca/","jpercypage@epsb.ca","(780) 462-3322","Gr 10-12","APL","ISP","No","-113.446756578","53.4564047605","POINT (-113.446756578 53.4564047605)"
"7063","M. E. LaZerte School","6804 - 144 Avenue NW","T5C3C7","EPSB WARD B","WARD 03","http://www.melazerte.com","melazerte@epsb.ca","(780) 408-9800","Gr 10-12","BCH/IB","INT/ISP","No","-113.444063339","53.6057513439","POINT (-113.444063339 53.6057513439)"
"1456","Dr. Donald Massey School","5435 162 Avenue NW","T5Y0E8","EPSB WARD B","WARD 04","http://donaldmassey.epsb.ca/","donaldmassey@epsb.ca","(780) 457-5435","K to Gr 9",,,"No","-113.421145155","53.6230566388","POINT (-113.421145155 53.6230566388)"
"7106","Beacon Heights School","4610 - 121 Avenue NW","T5W1M8","EPSB WARD D","WARD 07","http://beaconheights.epsb.ca","beacon@epsb.ca","(780) 479-4038","K to Gr 6","FDK","PKP","No","-113.413955146","53.575478433","POINT (-113.413955146 53.575478433)"
"7528","Ottewell School","9435 - 73 Street NW","T6B2A9","EPSB WARD G","WARD 08","http://ottewell.epsb.ca","ottewell@epsb.ca","(780) 466-7331","Gr 7-9","BCH","CLB/CHA/CLS","No","-113.439283809","53.5315993673","POINT (-113.439283809 53.5315993673)"
"18","The Academy at King Edward","8525-101 Street NW","T6E3Z4","EPSB WARD F","WARD 08","http://kingedward.epsb.ca","academy@epsb.ca","(780) 439-1368","Gr 2-12",,"STR","No","-113.490516929","53.5215255993","POINT (-113.490516929 53.5215255993)"
"7279","George H Luck School","300 Bulyea Road NW","T6R2L4","EPSB WARD F","WARD 09","http://georgehluck.epsb.ca/","ghluck@epsb.ca","(780) 438-5011","K to Gr 6",,"BLA","No","-113.572369473","53.4737860697","POINT (-113.572369473 53.473786069700004)"
"1460","Esther Starkman School","2717 Terwillegar Way NW","T6R0G5","EPSB WARD H","WARD 09","http://estherstarkman.epsb.ca/","estherstarkman@epsb.ca","(780) 439-2717","K to Gr 9",,,"Yes","-113.573908358","53.446247509","POINT (-113.573908358 53.446247509)"
"1935","Roberta MacAdams School","2099 Blackmud Creek Drive SW","T6W1T7","EPSB WARD H","WARD 09","http://robertamacadams.epsb.ca/","Robertamacadams@epsb.ca","(587) 489-4700","K to Gr 6",,,"Yes","-113.515383531","53.4206169808","POINT (-113.515383531 53.4206169808)"
"7136","Inglewood School","11515 - 127 Street NW","T5M0V4","EPSB WARD C","WARD 02","http://inglewood.epsb.ca","inglewood@epsb.ca","(780) 455-4673","K to Gr 6","FDK",,"Yes","-113.540465369","53.5660873526","POINT (-113.540465369 53.5660873526)"
"1925","Kim Hung School","1950 Glastonbury Boulevard NW","T5T6M6","EPSB WARD E","WARD 05","http://kimhung.epsb.ca","kimhung@epsb.ca","(587) 489-4718","K to Gr 8",,,"Yes","-113.683118453","53.5025956363","POINT (-113.683118453 53.5025956363)"
"386","Learning Store on Whyte","10007 - 82 Avenue NW","T6E1Z2","EPSB WARD G","WARD 11","http://outreach.epsb.ca","lswhyte@epsb.ca","(780) 437-8119","Gr 10-12",,,"No","-113.489335288","53.5177418582","POINT (-113.489335288 53.5177418582)"
"7552","Hillcrest School","16400 - 80 Avenue NW","T5R3M6","EPSB WARD E","WARD 05","http://hillcrest.epsb.ca","hillcrest@epsb.ca","(780) 489-2516","Gr 7-9",,"LIT/OPP","No","-113.604368104","53.5143277189","POINT (-113.604368104 53.5143277189)"
"7543","Westminster School","13712 - 104 Avenue NW","T5N0W4","EPSB WARD C","WARD 06","http://westminster.epsb.ca","westminster@epsb.ca","(780) 452-4343","Gr 7-9","IBM","BLA/STR","No","-113.558899348","53.5465348617","POINT (-113.558899348 53.5465348617)"
"7214","John Barnett School","14840 - 72 Street NW","T5C3E5","EPSB WARD B","WARD 03","http://johnbarnett.epsb.ca/","jbarnett@epsb.ca","(780) 478-1351","K to Gr 6",,"PKP","No","-113.449833275","53.6100761844","POINT (-113.449833275 53.6100761844)"
